order_id,store_name,created_At,packaged_time,total
QC_IN_405-9104396-7525931,TBC8,2026-07-07T09:35:05.000Z,,2
QC_IN_405-2188378-8426757,TBC8,2026-07-07T09:34:46.000Z,,7
QC_IN_406-6459519-6829165,TBC8,2026-07-07T09:33:26.000Z,1783397057480,3
QC_IN_407-2903202-4720353,TBC8,2026-07-07T09:26:38.000Z,1783396632333,1
QC_IN_171-7387964-4535526,TBC8,2026-07-07T09:31:09.000Z,1783397025518,9
QC_IN_407-5655820-2580347,TBC8,2026-07-07T09:14:58.000Z,1783396263336,15
QC_IN_405-0760887-2698756,TBC8,2026-07-07T09:10:41.000Z,1783395932280,17
QC_IN_406-2073152-9325911,TBC8,2026-07-07T09:25:39.000Z,1783396712387,9
QC_IN_407-3582826-1865942,TBC8,2026-07-07T09:28:48.000Z,1783396844346,5
QC_IN_402-4876279-3362742,TBC8,2026-07-07T09:29:03.000Z,1783396911762,10
QC_IN_408-0857593-9926730,TBC8,2026-07-07T09:26:49.000Z,1783396884357,6
QC_IN_407-3205455-8566759,TBC8,2026-07-07T09:26:00.000Z,1783396687739,6
QC_IN_171-0079460-7378772,TBC8,2026-07-07T09:23:56.000Z,1783396568780,2
QC_IN_403-7359541-5357143,TBC8,2026-07-07T09:26:57.000Z,1783396754190,1
QC_IN_406-4487351-8085145,TBC8,2026-07-07T09:28:45.000Z,1783396859814,6
QC_IN_403-6468875-3319554,TBC8,2026-07-07T09:11:18.000Z,1783395972578,7
QC_IN_406-1055236-2977148,TBC8,2026-07-07T08:59:02.000Z,1783395367631,5
QC_IN_403-1025299-0561909,TBC8,2026-07-07T09:16:40.000Z,1783396086558,4
QC_IN_404-5716729-5153139,TBC8,2026-07-07T09:23:26.000Z,1783396518802,5
QC_IN_404-2170145-5973962,TBC8,2026-07-07T09:30:43.000Z,1783397065846,16
QC_IN_171-8316197-3403548,TBC8,2026-07-07T09:13:58.000Z,1783396146526,20
QC_IN_404-3573638-6751553,TBC8,2026-07-07T09:26:47.000Z,1783396766213,10
QC_IN_402-2478168-7896349,TBC8,2026-07-07T09:15:37.000Z,1783396283187,16
QC_IN_407-7629137-8433920,TBC8,2026-07-07T09:26:43.000Z,1783396764806,3
QC_IN_171-5942978-0824337,TBC8,2026-07-07T09:16:54.000Z,1783396235777,4
QC_IN_402-9930921-8552348,TBC8,2026-07-07T09:17:06.000Z,1783396123536,2
QC_IN_404-6601175-6856305,TBC8,2026-07-07T09:26:27.000Z,1783396695663,5
QC_IN_405-8053877-1309111,TBC8,2026-07-07T09:25:49.000Z,1783396668540,5
