order_id,store_name,created_At,packaged_time,total
QC_IN_171-9050994-0771522,TBC8,2026-05-15T10:01:23.000Z,,3
QC_IN_171-3975824-7173966,TBC8,2026-05-15T09:53:22.000Z,1778819151019,8
QC_IN_407-2586458-1227529,TBC8,2026-05-15T10:01:58.000Z,,4
QC_IN_408-2359693-6349942,TBC8,2026-05-15T09:59:05.000Z,1778819442800,4
QC_IN_403-9127603-3066738,TBC8,2026-05-15T10:01:41.000Z,,6
QC_IN_404-6427102-6652318,TBC8,2026-05-15T09:48:55.000Z,1778818999304,7
QC_IN_403-8843190-1493935,TBC8,2026-05-15T09:48:49.000Z,1778818764803,1
QC_IN_403-5742725-8971560,TBC8,2026-05-15T09:48:11.000Z,1778818742322,2
QC_IN_404-0252957-4975573,TBC8,2026-05-15T09:50:55.000Z,1778818905551,1
QC_IN_407-4333449-1093103,TBC8,2026-05-15T09:44:38.000Z,1778818574756,2
QC_IN_402-4378751-0101912,TBC8,2026-05-15T09:46:05.000Z,1778818691119,3
QC_IN_407-9589737-9093151,TBC8,2026-05-15T09:49:07.000Z,1778818875783,7
QC_IN_402-4372949-8405954,TBC8,2026-05-15T09:52:44.000Z,1778818990464,1
QC_IN_402-4887821-0833140,TBC8,2026-05-15T09:45:07.000Z,1778818705400,9
QC_IN_405-9805006-3826768,TBC8,2026-05-15T09:41:25.000Z,1778818348599,3
QC_IN_408-4949123-3391525,TBC8,2026-05-15T09:45:35.000Z,1778818598504,1
QC_IN_171-4978096-1156314,TBC8,2026-05-15T09:44:22.000Z,1778818515280,3
QC_IN_171-7565202-1946728,TBC8,2026-05-15T09:32:51.000Z,1778817944671,4
QC_IN_171-2725281-3293130,TBC8,2026-05-15T09:33:11.000Z,1778817845945,3
QC_IN_404-3567545-9491522,TBC8,2026-05-15T09:41:30.000Z,1778818335766,1
QC_IN_403-7891790-2694732,TBC8,2026-05-15T09:28:49.000Z,1778817611121,1
QC_IN_403-3698443-8618743,TBC8,2026-05-15T09:33:27.000Z,1778817882019,5
QC_IN_171-5475499-6459555,TBC8,2026-05-15T09:33:04.000Z,1778817814771,1
QC_IN_406-7131943-6923501,TBC8,2026-05-15T08:53:36.000Z,1778815515278,4
QC_IN_402-4911746-5341167,TBC8,2026-05-15T09:31:12.000Z,1778817756126,3
QC_IN_402-9594473-5171506,TBC8,2026-05-15T09:29:30.000Z,1778817650253,5
QC_IN_404-1818906-8348365,TBC8,2026-05-15T09:22:21.000Z,1778817271828,4
QC_IN_404-5395508-3435558,TBC8,2026-05-15T09:32:18.000Z,1778817782418,1
QC_IN_171-2193243-2420312,TBC8,2026-05-15T09:18:05.000Z,1778817062651,3
QC_IN_404-9331049-0228315,TBC8,2026-05-15T09:16:22.000Z,1778816824592,1
QC_IN_408-4531755-2182714,TBC8,2026-05-15T09:08:19.000Z,1778816777061,10
QC_IN_408-6850663-9839521,TBC8,2026-05-15T09:23:45.000Z,1778817340246,4
QC_IN_402-2573970-9617959,TBC8,2026-05-15T09:16:44.000Z,1778817216633,15
QC_IN_405-8329034-1815527,TBC8,2026-05-15T09:23:54.000Z,1778817294374,1
QC_IN_406-7995395-4831533,TBC8,2026-05-15T09:22:15.000Z,1778817237464,5
QC_IN_404-8896414-0233969,TBC8,2026-05-15T09:16:51.000Z,1778816871380,2
QC_IN_407-4664167-4663548,TBC8,2026-05-15T09:24:20.000Z,1778817328358,2
QC_IN_406-6337113-9721940,TBC8,2026-05-15T09:12:33.000Z,1778816770708,10
QC_IN_408-6029051-4036328,TBC8,2026-05-15T09:19:40.000Z,1778817010724,1
QC_IN_402-0364100-5597119,TBC8,2026-05-15T09:13:20.000Z,1778816743756,2
QC_IN_407-2223588-1437941,TBC8,2026-05-15T09:11:18.000Z,1778816525674,1
QC_IN_406-0184070-2289948,TBC8,2026-05-15T09:13:55.000Z,1778816754797,2
QC_IN_405-9770031-6641105,TBC8,2026-05-15T09:13:20.000Z,1778816688627,2
QC_IN_404-3158711-3818751,TBC8,2026-05-15T09:11:14.000Z,1778816674635,2
QC_IN_404-6276214-2076325,TBC8,2026-05-15T09:10:23.000Z,1778816481431,4
QC_IN_405-1059117-7943549,TBC8,2026-05-15T09:01:19.000Z,1778816129980,4
QC_IN_408-3068732-7083503,TBC8,2026-05-15T09:04:56.000Z,1778816175824,2
QC_IN_404-6832084-7817949,TBC8,2026-05-15T09:04:33.000Z,1778816160329,2
QC_IN_407-1114724-3094719,TBC8,2026-05-15T09:06:02.000Z,1778816243465,4
QC_IN_402-5419087-6547525,TBC8,2026-05-15T09:04:02.000Z,1778816076522,1
QC_IN_171-7402903-5364366,TBC8,2026-05-15T08:59:37.000Z,1778816247939,4
QC_IN_407-7944802-2102719,TBC8,2026-05-15T09:00:16.000Z,1778815865672,2
QC_IN_402-2623066-5901167,TBC8,2026-05-15T09:01:57.000Z,1778815964838,2
QC_IN_171-9711839-2717164,TBC8,2026-05-15T08:40:59.000Z,1778814697743,1
QC_IN_405-2522189-1890727,TBC8,2026-05-15T08:57:32.000Z,1778815700488,3
QC_IN_406-5715463-9728316,TBC8,2026-05-15T08:53:17.000Z,1778815484205,4
QC_IN_405-7719638-3596356,TBC8,2026-05-15T08:51:54.000Z,1778815401149,5
QC_IN_404-0179878-3613903,TBC8,2026-05-15T08:45:27.000Z,1778815024902,4
QC_IN_404-4915383-0224351,TBC8,2026-05-15T08:50:50.000Z,1778815325142,2
QC_IN_407-8992765-0069135,TBC8,2026-05-15T08:56:17.000Z,1778815623119,4
QC_IN_408-5181975-1997151,TBC8,2026-05-15T08:51:25.000Z,1778815365782,6
QC_IN_405-0065790-3328308,TBC8,2026-05-15T08:54:56.000Z,1778815523867,1
QC_IN_402-5904274-3431568,TBC8,2026-05-15T08:54:55.000Z,1778815571203,2
QC_IN_407-3736114-1509952,TBC8,2026-05-15T08:49:05.000Z,1778815264709,5
QC_IN_171-8983257-6478709,TBC8,2026-05-15T08:52:24.000Z,1778815446863,2
QC_IN_403-9239557-7563540,TBC8,2026-05-15T08:46:43.000Z,1778815050272,4
QC_IN_402-3997826-5861139,TBC8,2026-05-15T08:46:02.000Z,1778815033267,1
QC_IN_402-2817261-0335536,TBC8,2026-05-15T08:39:38.000Z,1778814600625,1
QC_IN_406-7165376-1672335,TBC8,2026-05-15T08:44:26.000Z,1778814949412,7
QC_IN_408-3667589-8818714,TBC8,2026-05-15T08:41:56.000Z,1778814750363,1
QC_IN_406-9898793-9783569,TBC8,2026-05-15T08:43:17.000Z,1778814855531,6
QC_IN_405-9944353-7613911,TBC8,2026-05-15T08:34:55.000Z,1778814433740,8
QC_IN_402-8342422-1356334,TBC8,2026-05-15T08:42:08.000Z,1778814865251,4
QC_IN_171-2540560-3352320,TBC8,2026-05-15T08:45:37.000Z,1778814984106,4
QC_IN_408-2270662-8641922,TBC8,2026-05-15T08:46:52.000Z,1778815078599,2
QC_IN_407-4311503-7881965,TBC8,2026-05-15T08:46:02.000Z,1778815025651,3
QC_IN_406-0982394-2563502,TBC8,2026-05-15T08:36:19.000Z,1778814573059,9
QC_IN_404-9695415-2033160,TBC8,2026-05-15T08:34:29.000Z,1778814296300,1
QC_IN_171-4975908-4713954,TBC8,2026-05-15T08:38:20.000Z,1778814587143,5
QC_IN_403-7961000-0126716,TBC8,2026-05-15T08:27:56.000Z,1778813975787,5
QC_IN_406-6436622-0788332,TBC8,2026-05-15T08:38:54.000Z,1778814650378,13
QC_IN_406-8360063-1447559,TBC8,2026-05-15T08:28:05.000Z,1778813951572,1
QC_IN_171-3276390-0907559,TBC8,2026-05-15T08:33:18.000Z,1778814253470,3
QC_IN_402-4907511-0559544,TBC8,2026-05-15T08:34:53.000Z,1778814542045,2
QC_IN_404-1925545-4753924,TBC8,2026-05-15T08:33:26.000Z,1778814287055,3
QC_IN_403-7204386-9005932,TBC8,2026-05-15T08:36:32.000Z,1778814452373,6
QC_IN_405-3391196-3332344,TBC8,2026-05-15T08:28:38.000Z,1778814029677,6
QC_IN_408-7508440-4519526,TBC8,2026-05-15T08:26:00.000Z,1778813807853,2
QC_IN_403-2464973-0414712,TBC8,2026-05-15T08:28:46.000Z,1778813967690,2
QC_IN_404-4377940-2153148,TBC8,2026-05-15T08:31:02.000Z,1778814120609,5
QC_IN_402-4938397-2132319,TBC8,2026-05-15T08:23:31.000Z,1778813665541,4
QC_IN_408-2511039-4982766,TBC8,2026-05-15T08:24:57.000Z,1778813782363,5
QC_IN_408-5327867-0601131,TBC8,2026-05-15T08:26:25.000Z,1778813838275,3
QC_IN_402-0495824-6836339,TBC8,2026-05-15T08:17:27.000Z,1778813430319,3
QC_IN_407-1630048-1956317,TBC8,2026-05-15T08:17:30.000Z,1778813341655,4
QC_IN_403-3491778-7837904,TBC8,2026-05-15T08:22:00.000Z,1778813573530,1
QC_IN_405-7586207-2113146,TBC8,2026-05-15T08:18:15.000Z,1778813399959,4
QC_IN_408-6077082-0457941,TBC8,2026-05-15T08:19:49.000Z,1778813434354,1
QC_IN_408-4163073-2045949,TBC8,2026-05-15T08:21:58.000Z,1778813604471,3
QC_IN_403-8387976-1121104,TBC8,2026-05-15T08:18:52.000Z,1778813389516,2
QC_IN_406-8468835-8113147,TBC8,2026-05-15T08:08:43.000Z,1778813062738,4
QC_IN_406-0791501-4030713,TBC8,2026-05-15T08:14:57.000Z,1778813120944,1
QC_IN_405-4137836-1625945,TBC8,2026-05-15T08:13:24.000Z,1778813054721,1
QC_IN_406-4003555-2639513,TBC8,2026-05-15T08:13:40.000Z,1778813100378,5
QC_IN_406-3657134-9406706,TBC8,2026-05-15T08:09:35.000Z,1778812823511,1
QC_IN_404-8119386-5580317,TBC8,2026-05-15T08:12:40.000Z,1778813010853,4
QC_IN_408-9490118-4825156,TBC8,2026-05-15T08:13:34.000Z,1778813073023,4
QC_IN_171-3931242-4886749,TBC8,2026-05-15T08:06:34.000Z,1778812737115,6
QC_IN_403-6419496-0829169,TBC8,2026-05-15T08:04:59.000Z,1778812560651,1
QC_IN_404-9918821-5573167,TBC8,2026-05-15T08:05:37.000Z,1778812696885,5
QC_IN_406-8406047-0532362,TBC8,2026-05-15T07:59:31.000Z,1778812484050,10
QC_IN_403-2985597-1327506,TBC8,2026-05-15T08:02:47.000Z,1778812408008,1
QC_IN_403-5671896-5428334,TBC8,2026-05-15T07:59:29.000Z,1778812213969,1
QC_IN_405-9814432-6663511,TBC8,2026-05-15T08:03:22.000Z,1778812443925,3
QC_IN_403-4803534-1213924,TBC8,2026-05-15T07:57:44.000Z,1778812120715,2
QC_IN_404-0408423-5245130,TBC8,2026-05-15T07:51:53.000Z,1778811883164,9
QC_IN_407-7676281-8873167,TBC8,2026-05-15T07:51:28.000Z,1778811764253,4
QC_IN_407-1852987-5659556,TBC8,2026-05-15T07:50:36.000Z,1778811802441,8
QC_IN_402-6704060-5413129,TBC8,2026-05-15T07:49:33.000Z,1778811794432,3
QC_IN_402-6319059-3613928,TBC8,2026-05-15T07:46:37.000Z,1778811431646,1
QC_IN_402-9224792-9649959,TBC8,2026-05-15T07:44:02.000Z,1778811503309,7
QC_IN_405-0111348-1721908,TBC8,2026-05-15T07:42:23.000Z,1778811252153,7
QC_IN_408-4833578-2593137,TBC8,2026-05-15T07:41:02.000Z,1778811133258,2
