order_id,store_name,created_At,packaged_time,total
QC_IN_407-4236832-4236307,TBF4,2026-06-04T23:56:07.000Z,1780597647886,4
QC_IN_403-1526346-6953934,TBF5,2026-06-04T23:54:34.000Z,1780597793008,9
QC_IN_406-0825548-6995505,TBF4,2026-06-04T23:55:05.000Z,1780597589957,2
QC_IN_171-5570135-1880367,TBF4,2026-06-04T23:58:37.000Z,1780597822972,7
QC_IN_402-9348857-6907511,TBF5,2026-06-04T23:44:43.000Z,1780597475475,1
QC_IN_171-8609082-5549141,TBF5,2026-06-04T23:54:54.000Z,1780597588042,3
QC_IN_402-3677760-5153915,TBF5,2026-06-04T23:55:06.000Z,1780597571829,2
QC_IN_408-0781370-5829155,TBF5,2026-06-04T23:45:14.000Z,1780597138602,9
QC_IN_403-7794004-2989967,TBF5,2026-06-04T23:43:04.000Z,1780597046930,6
QC_IN_402-2801773-1385152,TBF4,2026-06-04T23:46:26.000Z,1780597036332,1
QC_IN_403-3098750-4225164,TBF4,2026-06-04T23:32:33.000Z,1780596240078,1
QC_IN_404-1784310-8469957,TBF5,2026-06-04T23:45:33.000Z,1780597160236,5
QC_IN_407-6781935-3583519,TBF4,2026-06-04T23:36:45.000Z,1780596488695,3
QC_IN_408-6707697-0010769,TBF4,2026-06-04T23:34:41.000Z,1780596615415,5
QC_IN_408-6853212-0267566,TBF4,2026-06-04T23:32:11.000Z,1780596300547,8
QC_IN_171-8755609-4408345,TBF4,2026-06-04T23:34:42.000Z,1780596379011,3
QC_IN_405-1674670-2452324,TBF5,2026-06-04T23:30:19.000Z,1780596228299,7
QC_IN_408-5010028-4086753,TBF5,2026-06-04T23:28:03.000Z,1780595986104,2
QC_IN_407-4965563-1899549,TBF4,2026-06-04T23:22:44.000Z,1780596195818,12
QC_IN_171-0300032-1863522,TBF4,2026-06-04T23:30:11.000Z,1780596104368,5
QC_IN_171-2029462-6163524,TBF4,2026-06-04T23:18:56.000Z,1780595524832,6
QC_IN_171-9432629-2069928,TBF5,2026-06-04T23:13:30.000Z,1780595503636,10
QC_IN_408-7038562-6010711,TBF4,2026-06-04T23:23:54.000Z,1780595760590,3
QC_IN_402-9254742-6929963,TBF5,2026-06-04T23:16:32.000Z,1780595245467,1
QC_IN_408-8451743-3319502,TBF4,2026-06-04T23:17:34.000Z,1780595410871,2
QC_IN_406-0907747-4067546,TBF5,2026-06-04T23:00:11.000Z,1780594292131,1
QC_IN_402-6529570-8623567,TBF4,2026-06-04T23:10:36.000Z,1780595030260,2
QC_IN_402-8609747-0273147,TBF5,2026-06-04T23:13:59.000Z,1780595278938,8
QC_IN_403-6278256-6307526,TBF4,2026-06-04T23:03:43.000Z,1780594730331,17
QC_IN_403-0394226-1917132,TBF5,2026-06-04T23:09:04.000Z,1780594931907,4
QC_IN_406-9901551-7409903,TBF5,2026-06-04T23:09:33.000Z,1780594825429,2
QC_IN_408-6548158-0940300,TBF5,2026-06-04T23:08:41.000Z,1780594846128,4
QC_IN_402-5312107-2406715,TBF5,2026-06-04T23:04:37.000Z,1780594624203,5
QC_IN_403-6282618-5226704,TBF5,2026-06-04T23:03:31.000Z,1780594462470,1
QC_IN_406-6224444-0798721,TBF5,2026-06-04T22:59:30.000Z,1780594376845,5
QC_IN_406-5892989-3833101,TBF5,2026-06-04T22:59:29.000Z,1780594320395,4
QC_IN_405-4980572-0465927,TBF5,2026-06-04T22:56:26.000Z,1780594147837,9
QC_IN_406-6566885-2746725,TBF5,2026-06-04T22:54:18.000Z,1780594024905,11
QC_IN_408-8567905-5280309,TBF5,2026-06-04T22:53:40.000Z,1780593893703,2
QC_IN_405-1860677-9437927,TBF5,2026-06-04T22:49:27.000Z,1780593817474,10
QC_IN_408-5802324-3808353,TBF5,2026-06-04T22:50:47.000Z,1780593916348,8
QC_IN_402-8017101-7713919,TBF4,2026-06-04T22:49:56.000Z,1780593685427,3
QC_IN_402-0218248-2937962,TBF5,2026-06-04T22:51:45.000Z,1780593889588,3
QC_IN_402-2745127-5283513,TBF5,2026-06-04T22:41:34.000Z,1780593636263,23
QC_IN_406-0162309-0016331,TBF5,2026-06-04T22:49:34.000Z,1780593717569,9
QC_IN_171-1206423-5504305,TBF4,2026-06-04T22:53:22.000Z,1780593933601,2
QC_IN_171-6513047-5862754,TBF5,2026-06-04T22:47:20.000Z,1780593609466,8
QC_IN_407-6819855-7457954,TBF5,2026-06-04T22:47:17.000Z,1780593536098,4
QC_IN_402-1481621-3955557,TBF4,2026-06-04T22:43:34.000Z,1780593523541,8
QC_IN_406-4447616-4990764,TBF5,2026-06-04T22:29:36.000Z,1780592853354,12
QC_IN_407-4536807-5197134,TBF5,2026-06-04T22:43:23.000Z,1780593245709,1
QC_IN_402-8883701-8425946,TBF5,2026-06-04T22:41:28.000Z,1780593171441,3
QC_IN_408-5086577-5934721,TBF5,2026-06-04T22:42:06.000Z,1780593377511,9
QC_IN_171-9717421-7969165,TBF4,2026-06-04T22:42:13.000Z,1780593267436,7
QC_IN_402-3100965-6210736,TBF4,2026-06-04T22:36:03.000Z,1780592886850,4
QC_IN_403-1534794-7904351,TBF5,2026-06-04T22:40:04.000Z,1780593158276,4
QC_IN_404-6504411-6236317,TBF5,2026-06-04T22:41:58.000Z,1780593167372,2
QC_IN_406-5253223-5821153,TBF5,2026-06-04T22:38:40.000Z,1780593014860,1
QC_IN_408-1019855-5561152,TBF5,2026-06-04T22:39:12.000Z,1780593014818,1
QC_IN_408-5853215-5793123,TBF5,2026-06-04T22:38:14.000Z,1780592983156,5
QC_IN_406-9379667-7362747,TBF4,2026-06-04T22:38:51.000Z,1780593052122,3
QC_IN_404-7169411-9639568,TBF5,2026-06-04T22:35:01.000Z,1780592822073,3
QC_IN_407-6825956-7149964,TBF5,2026-06-04T22:33:28.000Z,1780592869019,3
QC_IN_408-4665424-8602759,TBF5,2026-06-04T22:30:27.000Z,1780592695525,3
QC_IN_171-0372811-9121926,TBF5,2026-06-04T22:29:55.000Z,1780592704774,8
QC_IN_402-1027859-3189917,TBF4,2026-06-04T22:33:41.000Z,1780592738560,1
QC_IN_405-5600744-9622752,TBF5,2026-06-04T22:33:06.000Z,1780592711723,5
QC_IN_404-2006483-8825163,TBF5,2026-06-04T22:28:27.000Z,1780592381256,3
QC_IN_408-6626744-9437116,TBF5,2026-06-04T22:29:45.000Z,1780592587053,7
QC_IN_403-4167138-1025920,TBF4,2026-06-04T22:35:16.000Z,1780592828045,3
QC_IN_404-1006422-7158769,TBF4,2026-06-04T22:33:20.000Z,1780592650134,1
QC_IN_408-5323159-0630754,TBF4,2026-06-04T22:25:59.000Z,1780592590612,14
QC_IN_171-7342420-0944306,TBF5,2026-06-04T22:28:54.000Z,1780592448050,1
QC_IN_407-8093906-6758744,TBF5,2026-06-04T22:28:45.000Z,1780592429537,5
QC_IN_407-6806758-2524335,TBF5,2026-06-04T22:24:34.000Z,1780592197773,6
QC_IN_403-3335450-3297160,TBF5,2026-06-04T22:30:16.000Z,1780592539154,1
QC_IN_406-3366910-4489945,TBF4,2026-06-04T22:25:53.000Z,1780592231712,1
QC_IN_405-9194457-3466744,TBF5,2026-06-04T22:27:26.000Z,1780592471587,3
QC_IN_407-4419480-6937165,TBF4,2026-06-04T22:27:31.000Z,1780592337322,5
QC_IN_402-0543036-9664354,TBF4,2026-06-04T22:25:23.000Z,1780592207730,2
QC_IN_406-1951797-9749122,TBF5,2026-06-04T22:18:34.000Z,1780592092928,1
QC_IN_406-4412251-9265124,TBF5,2026-06-04T22:26:53.000Z,1780592271962,1
QC_IN_403-1416069-5836310,TBF5,2026-06-04T22:27:12.000Z,1780592284085,2
QC_IN_171-7113143-8419538,TBF4,2026-06-04T22:26:41.000Z,1780592264262,1
QC_IN_406-1317346-3418755,TBF4,2026-06-04T22:25:25.000Z,1780592238383,3
QC_IN_407-5207797-3982715,TBF5,2026-06-04T22:20:24.000Z,1780591967055,7
QC_IN_408-2507485-7424304,TBF5,2026-06-04T22:18:20.000Z,1780591954529,4
QC_IN_407-7200432-9713130,TBF5,2026-06-04T22:13:57.000Z,1780591882169,16
QC_IN_403-6258283-6633112,TBF5,2026-06-04T22:21:18.000Z,1780592022386,9
QC_IN_404-6362385-2172310,TBF4,2026-06-04T22:20:55.000Z,1780591943492,1
QC_IN_404-9275190-6293150,TBF5,2026-06-04T22:06:41.000Z,1780591407150,14
QC_IN_407-2072159-8383548,TBF4,2026-06-04T22:19:58.000Z,1780591912558,4
QC_IN_403-8068481-3911530,TBF5,2026-06-04T22:13:57.000Z,1780591682228,5
QC_IN_403-7030554-7841100,TBF4,2026-06-04T22:17:24.000Z,1780591936434,6
QC_IN_406-0669913-5557907,TBF5,2026-06-04T22:19:23.000Z,1780591853099,3
QC_IN_405-8410754-9567540,TBF4,2026-06-04T22:21:12.000Z,1780591970437,3
QC_IN_407-5390484-5174715,TBF4,2026-06-04T22:18:04.000Z,1780591883926,1
QC_IN_405-8389485-3989929,TBF5,2026-06-04T22:15:08.000Z,1780591787545,5
QC_IN_405-8600392-0163528,TBF4,2026-06-04T21:52:49.000Z,1780590941123,40
QC_IN_402-6580259-0081966,TBF5,2026-06-04T22:16:10.000Z,1780591775522,1
QC_IN_171-7463339-7241956,TBF5,2026-06-04T22:11:54.000Z,1780591772335,19
QC_IN_403-4467104-4766711,TBF5,2026-06-04T22:13:18.000Z,1780591585101,8
QC_IN_403-7417381-8965903,TBF5,2026-06-04T22:14:56.000Z,1780591658209,3
QC_IN_403-9626673-3177128,TBF5,2026-06-04T22:13:09.000Z,1780591461399,4
QC_IN_171-3012912-8181909,TBF4,2026-06-04T22:03:40.000Z,1780591569264,15
QC_IN_171-9630957-9355522,TBF5,2026-06-04T22:05:55.000Z,1780591204700,8
QC_IN_402-8663902-6631538,TBF4,2026-06-04T22:06:35.000Z,1780591639361,27
QC_IN_404-3618330-3993950,TBF4,2026-06-04T22:06:15.000Z,1780591446582,16
QC_IN_403-8931533-8536339,TBF4,2026-06-04T22:11:05.000Z,1780591534377,3
QC_IN_404-3084686-0514721,TBF5,2026-06-04T22:12:49.000Z,1780591538172,1
QC_IN_403-9149831-7820331,TBF5,2026-06-04T22:13:38.000Z,1780591594346,2
QC_IN_406-1831031-8002732,TBF5,2026-06-04T22:06:51.000Z,1780591310965,7
QC_IN_407-1687259-4166717,TBF5,2026-06-04T22:12:08.000Z,1780591497516,3
QC_IN_403-2878490-7297920,TBF5,2026-06-04T22:07:23.000Z,1780591318656,2
QC_IN_405-3286719-4168353,TBF4,2026-06-04T22:10:26.000Z,1780591448346,6
QC_IN_405-7842966-0428339,TBF4,2026-06-04T22:07:17.000Z,1780591314445,4
QC_IN_403-8912696-1322714,TBF5,2026-06-04T22:11:36.000Z,1780591374138,3
QC_IN_171-8310837-4118727,TBF5,2026-06-04T21:55:20.000Z,1780590813384,13
