order_id,store_name,created_At,packaged_time,total
QC_IN_402-6606556-5111566,TBC8,2026-05-22T13:01:14.000Z,1779435222802,9
QC_IN_408-6811703-7904337,TBC8,2026-05-22T12:41:07.000Z,1779433956656,7
QC_IN_171-2075984-8714750,TBC8,2026-05-22T12:58:58.000Z,,18
QC_IN_403-8125863-1697164,TBC8,2026-05-22T12:41:19.000Z,1779433908983,1
QC_IN_408-0352045-7785121,TBC8,2026-05-22T12:56:11.000Z,1779435197021,12
QC_IN_407-0243191-2153173,TBC8,2026-05-22T12:42:52.000Z,1779434018213,5
QC_IN_408-4136220-1284311,TBC8,2026-05-22T12:27:16.000Z,1779433242711,7
QC_IN_408-0097206-7283535,TBC8,2026-05-22T12:47:37.000Z,1779434325464,2
QC_IN_404-1170313-2795550,TBC8,2026-05-22T12:38:35.000Z,1779433917972,3
QC_IN_406-4407915-5077913,TBC8,2026-05-22T12:40:41.000Z,1779433929936,6
QC_IN_171-3932694-2321110,TBC8,2026-05-22T12:46:50.000Z,1779434440751,7
QC_IN_408-3131233-8789948,TBC8,2026-05-22T12:42:36.000Z,1779433996709,1
QC_IN_171-1223053-4969917,TBC8,2026-05-22T12:39:02.000Z,1779433774806,1
QC_IN_408-7351453-6231509,TBC8,2026-05-22T12:38:12.000Z,1779433723089,1
QC_IN_407-3778954-2399569,TBC8,2026-05-22T12:37:09.000Z,1779433696080,3
QC_IN_404-2124423-4745127,TBC8,2026-05-22T12:31:49.000Z,1779433463526,10
QC_IN_407-3703980-3817156,TBC8,2026-05-22T12:38:09.000Z,1779433768134,8
QC_IN_408-8038211-7189153,TBC8,2026-05-22T12:37:21.000Z,1779433721638,4
QC_IN_406-6091946-8666758,TBC8,2026-05-22T12:30:35.000Z,1779433270578,1
QC_IN_408-1740828-2296369,TBC8,2026-05-22T12:31:24.000Z,1779433369805,4
QC_IN_402-1965151-1628335,TBC8,2026-05-22T12:23:05.000Z,1779433002164,2
QC_IN_408-2022808-7028305,TBC8,2026-05-22T12:28:58.000Z,1779433171574,1
QC_IN_402-2603531-0645156,TBC8,2026-05-22T12:30:37.000Z,1779433501812,11
QC_IN_171-0470754-2609939,TBC8,2026-05-22T12:16:05.000Z,1779432430836,3
QC_IN_407-5934648-5066745,TBC8,2026-05-22T12:25:15.000Z,1779433042010,1
QC_IN_403-4311810-6964339,TBC8,2026-05-22T12:19:04.000Z,1779432589360,1
QC_IN_404-4891823-5799517,TBC8,2026-05-22T12:25:10.000Z,1779433032283,11
QC_IN_407-6462432-3188359,TBC8,2026-05-22T12:25:11.000Z,1779433011358,5
QC_IN_407-9792187-8088344,TBC8,2026-05-22T12:20:26.000Z,1779432773428,3
QC_IN_171-9581901-2177141,TBC8,2026-05-22T12:20:38.000Z,1779432772970,8
QC_IN_404-0128673-6337176,TBC8,2026-05-22T12:15:59.000Z,1779432500612,9
QC_IN_403-3082027-5906767,TBC8,2026-05-22T12:27:55.000Z,1779433225104,7
QC_IN_406-6484443-4927531,TBC8,2026-05-22T12:20:26.000Z,1779432707149,6
QC_IN_407-3042862-2240311,TBC8,2026-05-22T12:12:06.000Z,1779432259548,9
QC_IN_406-4358309-1978714,TBC8,2026-05-22T12:17:33.000Z,1779432518749,3
QC_IN_402-4981492-1079532,TBC8,2026-05-22T12:11:09.000Z,1779432226254,12
QC_IN_408-1332495-0629953,TBC8,2026-05-22T12:19:01.000Z,1779432602440,3
QC_IN_171-9756726-7201124,TBC8,2026-05-22T12:08:38.000Z,1779431943836,1
QC_IN_171-2800095-2724313,TBC8,2026-05-22T12:08:22.000Z,1779431946910,2
