order_id,store_name,created_At,packaged_time,total
QC_IN_171-3321845-8250736,TBC8,2026-08-08T21:55:40.000Z,1786206540957,9
QC_IN_403-0873178-2254737,TBH2,2026-08-08T21:59:15.000Z,,16
QC_IN_171-6188836-3632300,TBC8,2026-08-08T21:59:32.000Z,,9
QC_IN_405-5421651-9285162,TBH2,2026-08-08T21:59:01.000Z,1786206579805,1
QC_IN_408-8245409-9432346,TBC8,2026-08-08T21:57:10.000Z,1786206531449,5
QC_IN_171-6621824-0308315,TBC8,2026-08-08T21:56:33.000Z,1786206524363,6
QC_IN_403-1142555-0701924,TBH2,2026-08-08T21:49:18.000Z,1786206134798,9
QC_IN_408-0660511-8016350,TBC8,2026-08-08T21:48:40.000Z,1786206045523,3
QC_IN_407-7676793-1517138,TBC8,2026-08-08T21:47:58.000Z,1786205945787,1
QC_IN_402-9203795-2898767,TBH2,2026-08-08T21:41:48.000Z,1786205581185,4
QC_IN_405-2398794-2817122,TBH2,2026-08-08T21:44:48.000Z,1786205777156,4
QC_IN_403-8938234-3047524,TBC8,2026-08-08T21:58:33.000Z,,6
QC_IN_405-1924733-9669954,TBC8,2026-08-08T21:53:33.000Z,1786206364762,10
QC_IN_403-9084019-3233138,TBC8,2026-08-08T21:58:04.000Z,1786206520097,1
QC_IN_402-2297105-2658713,TBH2,2026-08-08T21:55:24.000Z,1786206367605,1
QC_IN_407-1722049-9099517,TBC8,2026-08-08T21:44:55.000Z,1786206034105,2
QC_IN_408-5371411-2555531,TBC8,2026-08-08T21:56:35.000Z,1786206477998,3
QC_IN_408-0961133-5909948,TBC8,2026-08-08T21:48:55.000Z,1786206007394,2
QC_IN_406-0763757-2832310,TBH2,2026-08-08T21:57:31.000Z,,7
QC_IN_171-0571062-6132326,TBC8,2026-08-08T21:46:59.000Z,1786205939768,3
QC_IN_404-0040477-7825111,TBH2,2026-08-08T21:55:29.000Z,1786206416775,3
QC_IN_406-3748691-8225950,TBH2,2026-08-08T21:50:33.000Z,1786206206591,9
QC_IN_404-9289303-5682760,TBH2,2026-08-08T21:43:30.000Z,1786205668532,2
QC_IN_403-6275473-3803543,TBH2,2026-08-08T21:44:41.000Z,1786205715654,1
QC_IN_407-3459518-0322730,TBC8,2026-08-08T21:52:04.000Z,1786206403521,7
QC_IN_405-7718073-3423563,TBC8,2026-08-08T21:46:54.000Z,1786205957535,7
QC_IN_405-2785870-5577932,TBC8,2026-08-08T21:46:48.000Z,1786205902918,2
QC_IN_403-5224724-9715534,TBC8,2026-08-08T21:46:34.000Z,1786205851429,3
QC_IN_404-9323380-8737905,TBH2,2026-08-08T21:47:30.000Z,1786205945962,5
QC_IN_405-9256441-7889941,TBH2,2026-08-08T21:55:04.000Z,1786206356188,3
QC_IN_408-2429884-6149915,TBC8,2026-08-08T21:41:52.000Z,1786205740584,21
QC_IN_405-0896805-6316339,TBC8,2026-08-08T21:40:19.000Z,1786205618641,3
QC_IN_402-5747541-2467524,TBH2,2026-08-08T21:43:01.000Z,1786205764033,5
QC_IN_402-3815583-5066719,TBC8,2026-08-08T21:46:36.000Z,1786205900775,5
QC_IN_406-4682995-6741958,TBC8,2026-08-08T21:44:42.000Z,1786205804756,7
QC_IN_408-3099315-8561969,TBC8,2026-08-08T21:48:10.000Z,1786206230952,4
QC_IN_405-9154946-9773924,TBC8,2026-08-08T21:43:12.000Z,1786205665484,2
QC_IN_403-3673743-4780325,TBC8,2026-08-08T21:39:41.000Z,1786205719648,8
