order_id,store_name,created_At,packaged_time,total
QC_IN_403-8891782-2177108,TBC8,2026-05-18T13:56:39.000Z,,6
QC_IN_405-4351577-3843540,TBC8,2026-05-18T13:53:28.000Z,1779092673481,5
QC_IN_407-3865815-9308310,TBC8,2026-05-18T13:55:07.000Z,1779092754846,4
QC_IN_404-8825527-8797902,TBC8,2026-05-18T13:45:08.000Z,1779092191552,3
QC_IN_406-1362079-7821942,TBC8,2026-05-18T13:53:43.000Z,1779092737840,5
QC_IN_407-1993643-0822706,TBC8,2026-05-18T13:43:28.000Z,1779092071778,2
QC_IN_171-0384275-1721928,TBC8,2026-05-18T13:49:19.000Z,1779092405848,3
QC_IN_405-1800736-8308366,TBC8,2026-05-18T13:53:38.000Z,1779092642811,1
QC_IN_405-4802681-2107544,TBC8,2026-05-18T13:46:38.000Z,1779092250565,2
QC_IN_407-6141630-3442733,TBC8,2026-05-18T13:51:14.000Z,1779092533025,3
QC_IN_407-8966153-6774759,TBC8,2026-05-18T13:51:06.000Z,1779092509593,2
QC_IN_403-0816075-0928359,TBC8,2026-05-18T13:50:32.000Z,1779092481419,5
QC_IN_406-3303835-2368301,TBC8,2026-05-18T13:40:18.000Z,1779091840495,1
QC_IN_406-0052794-1195525,TBC8,2026-05-18T13:43:07.000Z,1779092045410,3
QC_IN_171-7273170-0260341,TBC8,2026-05-18T13:41:23.000Z,1779091968927,4
QC_IN_171-9533465-7711527,TBC8,2026-05-18T13:48:38.000Z,1779092413374,1
QC_IN_402-1869047-7727537,TBC8,2026-05-18T13:43:47.000Z,1779092085092,2
QC_IN_403-9396106-5145108,TBC8,2026-05-18T13:37:02.000Z,1779091680067,4
QC_IN_408-2974972-8609134,TBC8,2026-05-18T13:22:01.000Z,1779090881990,12
QC_IN_405-8484299-9672335,TBC8,2026-05-18T13:23:01.000Z,1779091343153,31
QC_IN_404-1246806-0873102,TBC8,2026-05-18T13:27:52.000Z,1779091132191,4
QC_IN_406-1956171-0995532,TBC8,2026-05-18T13:31:17.000Z,1779091327717,2
QC_IN_405-0846926-9317164,TBC8,2026-05-18T13:20:21.000Z,1779090802749,5
QC_IN_404-7189060-7234709,TBC8,2026-05-18T13:23:08.000Z,1779090886267,2
QC_IN_403-1544675-5209156,TBC8,2026-05-18T13:24:23.000Z,1779090936385,4
QC_IN_171-4481757-1677164,TBC8,2026-05-18T13:21:42.000Z,1779090793940,6
QC_IN_403-4838567-8545146,TBC8,2026-05-18T13:22:35.000Z,1779090818560,1
QC_IN_404-4943336-1371513,TBC8,2026-05-18T13:17:13.000Z,1779090462842,1
QC_IN_405-8381154-5820361,TBC8,2026-05-18T13:15:19.000Z,1779090353211,1
QC_IN_403-9952330-5725927,TBC8,2026-05-18T12:50:37.000Z,1779088947815,5
QC_IN_402-7692643-7990745,TBC8,2026-05-18T13:06:51.000Z,1779090027689,5
QC_IN_171-0906181-3425966,TBC8,2026-05-18T13:04:43.000Z,1779089797564,5
QC_IN_408-6808560-9228353,TBC8,2026-05-18T13:02:46.000Z,1779089598312,1
QC_IN_402-0341986-9949168,TBC8,2026-05-18T12:57:05.000Z,1779089278533,1
QC_IN_402-9058348-1151500,TBC8,2026-05-18T13:01:55.000Z,1779089557116,3
QC_IN_402-5396924-4345951,TBC8,2026-05-18T12:49:41.000Z,1779088838725,3
QC_IN_404-3056164-8900344,TBC8,2026-05-18T13:01:04.000Z,1779089519287,5
QC_IN_171-6217448-8467528,TBC8,2026-05-18T12:53:53.000Z,1779089096280,3
QC_IN_171-4106096-9325117,TBC8,2026-05-18T12:58:54.000Z,1779089474249,7
QC_IN_404-0302567-2691556,TBC8,2026-05-18T13:00:00.000Z,1779089442116,3
QC_IN_405-6041964-6124320,TBC8,2026-05-18T12:56:22.000Z,1779089237565,3
QC_IN_404-2445918-1181131,TBC8,2026-05-18T12:46:59.000Z,1779088680775,2
QC_IN_407-1728051-4145148,TBC8,2026-05-18T12:50:35.000Z,1779088885318,1
QC_IN_403-4728261-5525919,TBC8,2026-05-18T12:45:36.000Z,1779088568104,1
QC_IN_171-6327588-7976348,TBC8,2026-05-18T12:50:35.000Z,1779088951493,3
QC_IN_407-0033832-3834748,TBC8,2026-05-18T12:47:55.000Z,1779088700798,1
QC_IN_405-7856869-5794751,TBC8,2026-05-18T12:52:04.000Z,1779089096275,11
QC_IN_405-6262268-9936333,TBC8,2026-05-18T12:44:31.000Z,1779088541954,2
QC_IN_407-9827176-6284338,TBC8,2026-05-18T12:41:54.000Z,1779088409522,4
QC_IN_403-6296005-2700312,TBC8,2026-05-18T12:33:09.000Z,1779087911471,5
QC_IN_404-4313519-9769113,TBC8,2026-05-18T12:32:03.000Z,1779087820908,5
QC_IN_407-1766807-1941906,TBC8,2026-05-18T12:17:33.000Z,1779086906205,2
QC_IN_403-1308280-7525958,TBC8,2026-05-18T12:34:35.000Z,1779087896629,1
QC_IN_407-0951553-3225952,TBC8,2026-05-18T12:33:48.000Z,1779087911957,2
QC_IN_402-0257905-5231512,TBC8,2026-05-18T12:31:12.000Z,1779087721332,1
QC_IN_404-7194288-0937155,TBC8,2026-05-18T12:13:56.000Z,1779086685188,1
QC_IN_406-0233153-4833931,TBC8,2026-05-18T12:23:39.000Z,1779087350199,8
QC_IN_402-5111003-2845111,TBC8,2026-05-18T12:20:04.000Z,1779087039018,1
QC_IN_403-7486286-7887566,TBC8,2026-05-18T12:18:09.000Z,1779086966915,3
QC_IN_406-9273879-4601145,TBC8,2026-05-18T12:01:28.000Z,1779085982021,4
QC_IN_407-6447075-9579560,TBC8,2026-05-18T12:22:18.000Z,1779087178968,1
QC_IN_402-7954043-2530704,TBC8,2026-05-18T12:20:14.000Z,1779087092143,5
QC_IN_402-9165442-8997101,TBC8,2026-05-18T12:15:20.000Z,1779086797494,5
QC_IN_403-2187177-2125967,TBC8,2026-05-18T12:02:16.000Z,1779086027722,2
QC_IN_408-5040576-3350767,TBC8,2026-05-18T12:11:58.000Z,1779086585216,3
QC_IN_171-5343675-1034751,TBC8,2026-05-18T12:01:15.000Z,1779086032471,11
QC_IN_402-4313260-6956369,TBC8,2026-05-18T11:52:45.000Z,1779085447898,5
QC_IN_408-8026985-8641155,TBC8,2026-05-18T11:58:57.000Z,1779085909343,10
QC_IN_404-5751358-3580353,TBC8,2026-05-18T11:52:56.000Z,1779085410147,1
QC_IN_406-3810894-4152368,TBC8,2026-05-18T11:48:14.000Z,1779085267627,15
QC_IN_407-7884778-6150731,TBC8,2026-05-18T11:51:29.000Z,1779085354739,2
QC_IN_402-6950435-1397100,TBC8,2026-05-18T11:49:14.000Z,1779085246184,4
QC_IN_404-5778132-2261111,TBC8,2026-05-18T11:47:34.000Z,1779085093455,2
QC_IN_407-9995223-7533944,TBC8,2026-05-18T11:36:41.000Z,1779084457226,4
QC_IN_402-8454665-6466762,TBC8,2026-05-18T11:48:46.000Z,1779085181963,5
QC_IN_404-3795702-4360326,TBC8,2026-05-18T11:47:12.000Z,1779085123415,3
QC_IN_403-6955431-0630712,TBC8,2026-05-18T11:45:01.000Z,1779084941957,2
QC_IN_406-6667584-2861903,TBC8,2026-05-18T11:33:14.000Z,1779084234737,1
QC_IN_405-8653636-9565930,TBC8,2026-05-18T11:37:49.000Z,1779084497064,1
QC_IN_404-0047623-4825108,TBC8,2026-05-18T11:33:54.000Z,1779084292147,2
QC_IN_403-0228885-2317925,TBC8,2026-05-18T11:29:22.000Z,1779084180305,7
QC_IN_171-5077958-3890765,TBC8,2026-05-18T11:30:22.000Z,1779084306280,5
QC_IN_403-0843968-9629154,TBC8,2026-05-18T11:34:11.000Z,1779084314795,6
QC_IN_405-1482047-0779518,TBC8,2026-05-18T11:22:55.000Z,1779083641036,2
QC_IN_171-2543970-0345914,TBC8,2026-05-18T11:23:00.000Z,1779083620138,1
